排名,标题,评论数量,推荐率,出版社,作者,出版时间,价格,标题链接,
440,苏菲的世界（平装新版）八年级阅读乔斯坦贾德哲学入门书作家出版...,381540,100%,作家出版社,乔斯坦·贾德,2017/9/19,¥24.70,http://product.dangdang.com/25170989.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
441,遗物整理师（一个遗物整理师的真实工作笔记，以职业独特视角观察...,4014,100%,百花洲文艺出版社,（韩）金完 著，孟锐涵 译，白马时光 出品,2022/1/1,¥48.80,http://product.dangdang.com/29351439.html,"['所属分类：', '图书', '>', '文学', '>', '外国随笔']"
442,动物园（软精装）,61494,99.90%,人民文学出版社,[日]乙一 著，张筱森  译,2016/6/1,¥52.10,http://product.dangdang.com/28538396.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说']"
443,王安石传（上、下）（2021年度中国好书获奖图书，复旦首席教授王...,3731,99.90%,天津人民出版社,崔铭,2021/10/1,¥98.00,http://product.dangdang.com/29318385.html,"['所属分类：', '图书', '>', '传记', '>', '历史人物']"
444,柳林风声（未删节精装彩插导读版《柳林风声》！第17届上海书展官...,21449,100%,浙江文艺出版社,[英] 肯尼斯·格雷厄姆 著，作家榜经典 出品，童天遥 译，大星文化,2020/5/8,¥88.00,http://product.dangdang.com/28544883.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学', '图书', '>', '童书', '>', '经典必读']"
445,东野圭吾：时生（东野圭吾暖心力作）,330182,98.80%,南海出版公司,东野圭吾 著，徐建雄  译，新经典 出品,2015/7/1,¥39.50,http://product.dangdang.com/23730173.html,"['所属分类：', '图书', '>', '小说', '>', '侦探/悬疑/推理小说']"
446,四个春天（登顶豆瓣2019年度读书榜单中国文学·非小说榜首）,35655,99.90%,南海出版公司,陆庆屹  著 ，新经典  出品,2019/1/1,¥49.00,http://product.dangdang.com/26445258.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
447,岛上书店（李现推荐，每个人的生命中，都有无比艰难的那一年，将...,1308737,99.90%,江苏文艺出版社,(美)加·泽文 著；读客文化 出品,2015/5/8,¥33.30,http://product.dangdang.com/23685329.html,"['所属分类：', '图书', '>', '小说', '>', '情感小说', '>', '言情', '图书', '>', '小说', '>', '外国小说', '>', '美国']"
448,学会提问（原书第12版）,79282,100%,机械工业出版社,［美］尼尔·布朗（Neil Browne），斯图尔特·基利（Stuart Keeley）,2021/6/10,¥41.40,http://product.dangdang.com/29255757.html,"['所属分类：', '图书', '>', '哲学/宗教', '>', '哲学', '>', '哲学知识读物']"
449,飘（上下） 世界名著典藏,153428,99.80%,中央编译出版社,（美）米切尔 著，黄健人 译 万亭文化 出品,2015/2/1,¥45.00,http://product.dangdang.com/23671032.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '美洲']"
450,爱你就像爱生命（2021版）,87252,100%,北京十月文艺出版社,王小波  著 ， 新经典  出品,2021/8/1,¥33.80,http://product.dangdang.com/29288640.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
451,夏日庭院,34862,100%,南海出版公司,（日）汤本香树实 著， 爱心树童书  出品,2016/6/1,¥20.60,http://product.dangdang.com/23979405.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学']"
452,原则：桥水创始人瑞达利欧作品，半个金融圈、投资界、管理层都在...,318635,100%,中信出版社,[美]瑞·达利欧（Ray Dalio）,2018/1/1,¥67.60,http://product.dangdang.com/25204629.html,"['所属分类：', '图书', '>', '管理', '>', '一般管理学', '>', '管理学']"
453,大卫不可以+大卫上学去+大卫惹麻烦+圣诞节到了（大卫系列全4册）...,116664,100%,河北教育出版社,文/图：〔美〕大卫?香农David Shannon,2019/10/9,¥159.20,http://product.dangdang.com/27913773.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '幼小衔接']"
454,天气 自然科学绘本 打开你所不知道的世界,1058,100%,北方妇女儿童出版社,姬晟轩,2022/1/1,¥37.50,http://product.dangdang.com/29363233.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科']"
455,傲慢与偏见（孙致礼先生翻译，幽默&唯美，豆瓣9.1分译本）,168594,99.90%,西安交通大学出版社,［英］奥斯丁 著 孙致礼 译,2017/1/1,¥26.40,http://product.dangdang.com/24170731.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '欧洲']"
456,阿Q正传（收录鲁迅《阿Q正传》《狂人日记》《药》等17个中短篇小...,217952,99.60%,北京联合出版公司,鲁迅  著,2014/12/1,¥17.00,http://product.dangdang.com/23629643.html,"['所属分类：', '图书', '>', '小说', '>', '社会小说']"
457,亲爱的小孩 猜猜世界多有趣,40489,99.90%,北京联合出版有限公司,伊云 白湖 胡琦琦,2020/4/1,¥58.70,http://product.dangdang.com/28536903.html,"['所属分类：', '图书', '>', '童书', '>', '幼儿启蒙', '>', '认知', '图书', '>', '童书', '>', '3-6岁', '>', '认知', '图书', '>', '童书', '>', '科学认知']"
458,如果历史是一群喵8·盛世大唐篇,62356,100%,广东旅游出版社,肥志 编绘；漫友文化出品,2021/5/25,¥40.70,http://product.dangdang.com/29242265.html,"['所属分类：', '图书', '>', '动漫/幽默', '>', '大陆漫画', '>', '历史/传统文化']"
459,瓦尔登湖(珍藏本) 朗读者朗读书目,596225,99.70%,中国三峡出版社,（美）梭罗    知书达礼  出品,2010/12/1,¥26.60,http://product.dangdang.com/20971873.html,"['所属分类：', '图书', '>', '文学', '>', '外国随笔']"
460,焦虑的人（九个焦虑的人，一场人质劫持，能解救他们的不是警察，...,34252,100%,天津人民出版社,[瑞典]弗雷德里克·巴克曼，译者 孙璐，果麦文化 出品,2021/8/1,¥49.80,http://product.dangdang.com/29284134.html,"['所属分类：', '图书', '>', '小说', '>', '情感小说', '>', '其他']"
461,天蓝色的彼岸,288850,99.70%,北京联合出版有限公司,[英]亚历克斯·希勒/著；吕良忠/译,2019/3/1,¥22.00,http://product.dangdang.com/26483740.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '11-14岁', '>', '文学', '图书', '>', '童书', '>', '开学必备']"
462,敦煌奇幻旅行记 （套装全3册）,22868,100%,中信出版社,常怡,2021/8/23,¥52.50,http://product.dangdang.com/29285920.html,"['所属分类：', '图书', '>', '童书', '>', '中国儿童文学', '>', '成长/校园小说', '图书', '>', '童书', '>', '11-14岁', '>', '励志/成长']"
463,云彩收集者手册,41459,100%,译林出版社,"加文·普雷特–平尼 著；王燕平,张超 译",2018/3/1,¥31.00,http://product.dangdang.com/25245539.html,"['所属分类：', '图书', '>', '科普读物', '>', '百科知识', '>', '科普问答']"
464,谁藏起来了（在游戏中发展观察力和记忆力）,203050,99.90%,２１世纪出版社,著 大西悟，译 蒲蒲兰,2018/6/1,¥34.80,http://product.dangdang.com/25286302.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '专注力/记忆力']"
465,金字塔原理大全集（共2册）（思考表达和解决问题的逻辑，“抖音同...,94740,100%,南海出版公司,芭芭拉 · 明托  著  ， 新经典  出品,2019/7/1,¥176.00,http://product.dangdang.com/27891506.html,"['所属分类：', '图书', '>', '管理', '>', '一般管理学', '>', '管理学']"
466,杜噜嘟嘟（精装全四册）,37169,99.80%,重庆出版社,[法] 埃尔维杜莱 著，青豆童书馆 赵佼佼 译,2014/12/1,¥85.30,http://product.dangdang.com/23614773.html,"['所属分类：', '图书', '>', '童书', '>', '益智游戏', '>', '互动游戏书', '图书', '>', '童书', '>', '3-6岁', '>', '益智游戏', '图书', '>', '童书', '>', '亲子游戏']"
467,信谊世界精选图画书-爷爷一定有办法,62516,100%,明天出版社,[加] 菲比·吉尔曼 著；宋珮 译,2013/4/1,¥25.20,http://product.dangdang.com/29148110.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
468,显微镜下的大明（马伯庸著，全新明朝历史书）,139619,100%,湖南文艺出版社,"马伯庸 著,博集天卷 出品",2019/1/1,¥50.90,http://product.dangdang.com/26439969.html,"['所属分类：', '图书', '>', '文化', '>', '文化史']"
469,薛兆丰经济学讲义,327736,100%,中信出版社,薛兆丰,2018/7/1,¥44.20,http://product.dangdang.com/25307907.html,"['所属分类：', '图书', '>', '经济', '>', '经济学理论', '>', '其他经济学理论']"
470,王小波杂文套装,31023,100%,北京十月文艺出版社,王小波  著 ， 新经典  出品,2021/9/1,¥226.00,http://product.dangdang.com/29297789.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
471,有钱人和你想的不一样（2020版，教会你有钱人和穷人不一样的17种...,125295,99.90%,湖南文艺出版社,"哈维·艾克 著,博集天卷 出品",2017/6/1,¥44.10,http://product.dangdang.com/29118940.html,"['所属分类：', '图书', '>', '投资理财', '>', '理财技巧']"
472,科幻世界·三体(二)黑暗森林,248188,99.90%,重庆出版社,刘慈欣，科幻世界出品,2008/5/1,¥18.80,http://product.dangdang.com/20974282.html,"['所属分类：', '图书', '>', '小说', '>', '科幻小说', '图书', '>', '小说', '>', '中国当代小说']"
473,半小时漫画历史系列（共7册）中国史1-5+世界史1-2（看半小时漫画...,174706,100%,文汇出版社,陈磊.半小时漫画团队 著；读客文化 出品,2021/6/30,¥293.80,http://product.dangdang.com/29252849.html,"['所属分类：', '图书', '>', '历史', '>', '历史普及读物', '>', '中国古代史']"
474,从你的全世界路过：修订本（张嘉佳亲笔签名版与普通版本随机发送...,1125758,99.70%,湖南文艺出版社,"张嘉佳 著,博集天卷 出品",2019/7/1,¥44.10,http://product.dangdang.com/27889594.html,"['所属分类：', '图书', '>', '小说', '>', '中国当代小说']"
475,富有的习惯,37153,99.90%,民主与建设出版社,"托马斯·科里 著, 博集天卷 出品",2018/5/9,¥44.10,http://product.dangdang.com/25268456.html,"['所属分类：', '图书', '>', '成功/励志', '>', '成功/激励', '>', '成功法则']"
476,人性的弱点（戴尔·卡耐基成功学的奠基之作）,214964,99.70%,北京联合出版公司,（美）卡耐基　著，林杰　译,2015/6/1,¥25.30,http://product.dangdang.com/23720003.html,"['所属分类：', '图书', '>', '成功/励志', '>', '性格与习惯', '>', '人性与人格', '图书', '>', '成功/励志', '>', '励志经典著作', '>', '卡耐基']"
477,八次危机：中国的真实经验1949-2009,61925,99.80%,东方出版社,温铁军等著,2013/1/1,¥33.00,http://product.dangdang.com/22917090.html,"['所属分类：', '图书', '>', '经济', '>', '中国经济', '>', '中国经济概况']"
478,地心游记（银火箭少年科幻系列·第2辑，又译《地心历险记》，经典...,30252,100%,民主与建设出版社,［法］儒勒·凡尔纳 著 陈筱卿译；小当当童书馆 出品,2020/4/1,¥31.20,http://product.dangdang.com/28532004.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '幻想小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学', '图书', '>', '童书', '>', '科幻故事']"
479,浮生六记（非常容易读懂原文的版本：详细注解+准确优美直译。获得...,139669,99.90%,时代文艺出版社,（清）沈复 著   梦窗 译注,2019/2/1,¥28.00,http://product.dangdang.com/26487694.html,"['所属分类：', '图书', '>', '文学', '>', '中国古代随笔']"
480,复活（精装大开本，托尔斯泰三部曲之一，草婴翻译，无删节全译本...,37192,99.90%,时代文艺出版社,〔俄〕列夫·托尔斯泰 著   草婴 译,2019/10/30,¥62.10,http://product.dangdang.com/28473429.html,"['所属分类：', '图书', '>', '小说', '>', '世界名著', '>', '欧洲']"
481,心 稻盛和夫的一生嘱托,175156,100%,人民邮电出版社,[日]稻盛和夫,2020/4/1,¥57.80,http://product.dangdang.com/28547915.html,"['所属分类：', '图书', '>', '成功/励志', '>', '人生哲学', '>', '人生智慧']"
482,德国精选科学图画书 套装4册（北大附小推荐书单 肚子里有个火车站...,417641,100%,北京科学技术出版社,〔德〕安娜·鲁斯曼  100层童书馆 出品,2020/8/1,¥144.80,http://product.dangdang.com/28988768.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '健康教育']"
483,傅雷家书,87701,100%,万卷出版公司,"傅雷 著,酷威文化 出品",2021/1/1,¥15.50,http://product.dangdang.com/29150685.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
484,人间告白（何炅、谢娜、 易烊千玺推荐，花生妈妈金鱼酱写给儿子的...,118371,100%,百花洲文艺出版社,金鱼酱  白马时光出品,2020/3/1,¥48.80,http://product.dangdang.com/28518095.html,"['所属分类：', '图书', '>', '文学', '>', '中国现当代随笔']"
485,漫画万物由来（全6册，桂冠童书奖，其中《豆腐》被评为第五届中国...,129757,99.90%,辽宁少年儿童出版社,郭翔 著，小当当童书馆 出品,2016/11/1,¥87.20,http://product.dangdang.com/24103914.html,"['所属分类：', '图书', '>', '童书', '>', '科普/百科', '>', '科普', '图书', '>', '童书', '>', '7-10岁', '>', '科普/百科', '图书', '>', '童书', '>', '科学认知']"
486,人间词话（小嘉抖音推荐，叶嘉莹讲评本，诗词大家叶嘉莹逐条讲透...,33037,100%,万卷出版公司,王国维，讲评 叶嘉莹，果麦文化 出品,2021/10/1,¥68.00,http://product.dangdang.com/29305645.html,"['所属分类：', '图书', '>', '文学', '>', '中国古诗词']"
487,长安客（张颂文推荐，大唐版《人类群星闪耀时》，李白、杜甫、王...,95927,100%,天津人民出版社,北溟鱼，果麦文化 出品,2020/5/1,¥45.00,http://product.dangdang.com/28558256.html,"['所属分类：', '图书', '>', '传记', '>', '历史人物']"
488,蛙（茅盾文学奖获奖作品，诺奖得主莫言畅销不衰的代表作；书写计...,112379,100%,浙江文艺出版社,莫言,2020/3/1,¥42.70,http://product.dangdang.com/28531228.html,"['所属分类：', '图书', '>', '小说', '>', '中国当代小说']"
489,科幻世界·三体（典藏版）,90039,99.90%,重庆出版社,刘慈欣，科幻世界出品,2016/6/30,¥14.30,http://product.dangdang.com/23989081.html,"['所属分类：', '图书', '>', '小说', '>', '科幻小说']"
490,四五快读 第一册 全彩图 升级版,79206,99.90%,湖南科技出版社,杨其铎,2011/1/1,¥17.50,http://product.dangdang.com/21014454.html,"['所属分类：', '图书', '>', '亲子/家教', '>', '家教方法']"
491,信谊世界精选图画书-好饿的毛毛虫,184846,99.90%,明天出版社,艾瑞·卡尔 著,2017/8/1,¥27.60,http://product.dangdang.com/27923237.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '亲子共读']"
492,哈耶克作品:法律、立法与自由（全三册）,3792,99.90%,中国大百科全书出版社,【英】弗里德里希·冯·哈耶克 著 邓正来 张守东 李静冰 译,2021/12/30,¥258.00,http://product.dangdang.com/29341139.html,"['所属分类：', '图书', '>', '法律', '>', '法律随笔']"
493,穿内裤的狼（全5册）奇想国童书,2993,100%,南京大学出版社,[法]威尔弗里德·鲁帕诺/著； [法]玛亚娜·伊图瓦泽/绘；法小珂/译,2021/12/1,¥145.00,http://product.dangdang.com/29332264.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书']"
494,全球通史:从史前史到21世纪（第7版修订版上下册，赠送全球通史主...,439167,99.70%,北京大学出版社,（美）斯塔夫里阿诺斯  著，吴象婴  等译,2006/10/1,¥64.00,http://product.dangdang.com/9231298.html,"['所属分类：', '图书', '>', '历史', '>', '史家名著', '图书', '>', '历史', '>', '世界史', '>', '世界通史']"
495,慌张先生——（启发童书馆出品）,45663,100%,河北教育出版社,赖马,2017/12/1,¥45.80,http://product.dangdang.com/25199482.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '中国原创', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '习惯养成']"
496,银河帝国：基地（人类历史上不容错过的系列小说。被马斯克用火箭...,206964,100%,江苏文艺出版社,[美]艾萨克·阿西莫夫（Isaac Asimov）；读客文化 出品,2015/9/1,¥42.80,http://product.dangdang.com/29299194.html,"['所属分类：', '图书', '>', '小说', '>', '外国小说', '>', '美国']"
497,宫西达也“你肯定能行”绘本（全18册）,384910,99.90%,青岛出版社,[日]宫西达也,2020/10/1,¥318.00,http://product.dangdang.com/29132133.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '日韩', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '品格培养']"
498,天星童书·全球精选绘本：我的小影子,123783,99.90%,汕头大学出版社,[英]罗伯特·路易斯·史蒂文森,2015/1/1,¥13.70,http://product.dangdang.com/23654914.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '平装图画书', '>', '欧美', '图书', '>', '童书', '>', '3-6岁', '>', '卡通/动漫/图画书', '图书', '>', '童书', '>', '入园准备']"
499,哈利波特20周年纪念版（全20册）（“哈利·波特”20周年纪念版，...,15135,99.90%,人民文学出版社,（英）J.K.罗琳 著； 苏农 马爱农 马爱新 译,2021/9/1,¥344.40,http://product.dangdang.com/29302930.html,"['所属分类：', '图书', '>', '童书', '>', '外国儿童文学', '>', '侦探/冒险小说', '图书', '>', '童书', '>', '7-10岁', '>', '文学']"
500,森林100层的房子,18638,100%,北京科学技术出版社,【日】岩井俊雄  100层童书馆 出品,2021/6/1,¥45.00,http://product.dangdang.com/29269204.html,"['所属分类：', '图书', '>', '童书', '>', '绘本/图画书', '>', '精装图画书', '>', '日韩']"
